Program,Exception Type,Code
IMM0512.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMINRZ.COB,Missing variable referrence,           CALL IMBPYIOS-PGM-NAME   USING IMBPYIOS-IO-AREA                      
IMMINRZ.COB,Missing variable referrence,           CALL IMBPYIOS-PGM-NAME   USING IMBPYIOS-IO-AREA                      
IMMINRZ.COB,Missing variable referrence,           CALL IMBPYIOS-PGM-NAME   USING IMBPYIOS-IO-AREA                      
IMMINRM,Missing copybook,MG9832     COPY WAFGEAID   REPLACING ==(RQ)== BY ==RQ==.                        
IMMINRM,Missing copybook,MG9832     COPY WAFGEAOD   REPLACING ==(RP)== BY ==RP==.                        
IMMINRM.COB,Missing variable referrence,SK3498     CALL IMBTOFIO-PGM-NAME       USING IMBTOFIO-IO-AREA                  
IMMINRM.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMINRM.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMINRM.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMEMBU.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME       USING IMBXCIOS-IO-AREA                  
IMMEMBU.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME       USING IMBXEIOS-IO-AREA                  
IMMEMBU.COB,Missing variable referrence,           CALL IMBTOFIO-PGM-NAME     USING IMBTOFIO-IO-AREA                    
IMMEMBU.COB,Missing variable referrence,NT3500     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMEMBU.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMEMBU.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMEMBU.COB,Missing variable referrence,           CALL  IMBBRIOS-PGM-NAME   USING   IMBBRIOS-PARM-LIST                 
IMMEMBU.COB,Missing variable referrence,           CALL  IMBBRIOS-PGM-NAME USING  IMBBRIOS-PARM-LIST                    
IMMLOADS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMLOADS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMLOADS.COB,Missing variable referrence,           CALL UBRCERT-PROGRAM-NAME                                            
IMMLOADS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMLOADS.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMLOADS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMLOADS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMM0711.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMM0711.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMPMGQ.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMINRL,Missing copybook,MG9607     COPY WAFGEAID   REPLACING ==(RQ)== BY ==RQ==.                        
IMMINRL,Missing copybook,MG9607     COPY WAFGEAOD   REPLACING ==(RP)== BY ==RP==.                        
IMMCEFC.COB,Missing variable referrence,"  ""        CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      "
IMMCEFC.COB,Missing variable referrence,"  ""        CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      "
IMMCEFC.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence," ""                    CALL WS-IMBLFBLS USING IMBLFBLS-PARMS                     "
IMMCEFC.COB,Missing variable referrence,GR3776     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCEFC.COB,Missing variable referrence,GR3776        CALL IMBACOS-PGM-NAME USING IMBACOS-IO-AREA                       
IMMCEFC.COB,Missing variable referrence,GR3776           CALL IMBACOS-PGM-NAME USING IMBACOS-IO-AREA                    
IMMCEFC.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCEFC.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCEFC.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME       USING IMBXCIOS-IO-AREA                  
IMMCEFC.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME       USING IMBXEIOS-IO-AREA                  
IMMCEFC.COB,Missing variable referrence,SV3498     CALL IMBTOFIO-PGM-NAME       USING IMBTOFIO-IO-AREA                  
IMMCEFC.COB,Missing variable referrence,           CALL IMBRCIOS-PGM-NAME   USING IMBRCIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,AN1805     CALL IMBXPIOS-PGM-NAME   USING IMBXPIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,AN1805     CALL IMBXPIOS-PGM-NAME   USING IMBXPIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,AN1805     CALL IMBXPIOS-PGM-NAME   USING IMBXPIOS-IO-AREA                      
IMMCEFC.COB,Missing variable referrence,AN1805     CALL IMBXPIOS-PGM-NAME USING     IMBXPIOS-IO-AREA                    
IMMCEFC.COB,Missing variable referrence,AN1805     CALL IMBXPIOS-PGM-NAME   USING IMBXPIOS-IO-AREA                      
IMMMBRC2.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME    USING IMMMNIOS-IO-AREA                     
IMMMBRC2.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMMMBRCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMMBRCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME        USING IMBXCIOS-IO-AREA                 
IMMMBRCS.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMMBRCS.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME    USING IMMMNIOS-IO-AREA                     
IMMMBRCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME                                               
IMMMBRCS.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMMBRCS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMMMBRCS.COB,Missing variable referrence,           CALL IMBTOFIO-PGM-NAME       USING IMBTOFIO-IO-AREA                  
IMMMBRCS.COB,Missing variable referrence,           CALL IMBTOFIO-PGM-NAME   USING IMBTOFIO-IO-AREA                      
IMMMBRCS.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMMMBRCS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMMBRCS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMMBRCS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMMBRCS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMMBRCS.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMMMBRCS.COB,Missing variable referrence,           CALL UBRCERT-PROGRAM-NAME   USING UBRCERT-PARAM-LIST                 
IMM8013.COB,Missing variable referrence,              CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA            00045200
IMMEGPUV.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMEGPUV.COB,Missing variable referrence,           CALL IMBGPIOS-PGM-NAME USING   IMBGPIOS-IO-AREA                      
IMM0671.COB,Missing variable referrence,RK3366           CALL IMMHRIOS-PGM-NAME USING IMMHRIOS-IO-AREA                  
IMMACOES.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMACOES.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMPXF1B.COB,Missing variable referrence,SK4418     CALL IMBRCIOS-PGM-NAME        USING IMBRCIOS-IO-AREA                 
IMMENRH.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMENRH.COB,Missing variable referrence,           CALL WS-IMMGNIOU-PGM     USING IMMGNIOD-IO-LIST                      
IMM0891.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA.                     
IMM0107.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMRFIOS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
IMM6600.COB,Missing variable referrence,                    CALL IMBXCIOS-PGM-NAME USING IMBXCIOS-IO-AREA               
IMMINRH.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMPMGB.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMPMGB.COB,Missing variable referrence,CT4231           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                 
IMMPMGB.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME               USING IMBACOS-IO-AREA            
IMMCNTRS.COB,Missing variable referrence,"  ""        CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       "
IMMCNTRS.COB,Missing variable referrence,"  ""        CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       "
IMMCNTRS.COB,Missing variable referrence, .         CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTRS.COB,Missing variable referrence, .         CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTRS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTR2.COB,Missing variable referrence,           CALL IMMCNV9S-PGM-NAME  USING   IMMCNV9S-PARM-LIST                   
IMMCNTR2.COB,Missing variable referrence,"  ""        CALL IMBACOS-PGM-NAME USING    IMBACOS-IO-AREA                       "
IMMCNTR2.COB,Missing variable referrence,"  ""        CALL IMBACOS-PGM-NAME USING    IMBACOS-IO-AREA                       "
IMMCNTR2.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTR2.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME        USING IMBXCIOS-IO-AREA                 
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMCNTR2.COB,Missing variable referrence,           CALL IMBGRFIO-PGM-NAME   USING IMBGRFIO-IO-AREA                      
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME       USING IMBXCIOS-IO-AREA                  
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME       USING IMBXEIOS-IO-AREA                  
IMMCNTR2.COB,Missing variable referrence,           CALL IMBRCIOS-PGM-NAME   USING IMBRCIOS-IO-AREA                      
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMCNTR2.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTR2.COB,Missing variable referrence,           CALL UBRCERT-PROGRAM-NAME   USING UBRCERT-PARAM-LIST                 
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME                                               
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMCNTR2.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
IMMCNTR2.COB,Missing variable referrence,           CALL IMMMNIOS-PGM-NAME   USING IMMMNIOS-IO-AREA                      
IMMPMGU.COB,Missing variable referrence,CT4231         CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                   
IMMPMGU.COB,Missing variable referrence,CT4231        CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                    
IMMPMGU.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMPMGU.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMCNTR3.COB,Missing variable referrence,           CALL IMMCNV9S-PGM-NAME  USING   IMMCNV9S-PARM-LIST                   
IMM0700.COB,Missing variable referrence,           CALL WS-PGM                   USING WS-PARM(WS-INDX)                 
IMM0700.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMM0700.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
IMM0700.COB,Missing variable referrence,           CALL IMBXSIOS-PGM-NAME   USING IMBXSIOS-IO-AREA                      
IMMPMGC.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMPMGC.COB,Missing variable referrence,CT4231              CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA              
IMMPMGC.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMPMGC.COB,Missing variable referrence,CT4231     CALL IMBACOS-PGM-NAME    USING IMBACOS-IO-AREA                       
IMMINRUS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME    USING IMBXCIOS-IO-AREA                     
IMMINRUS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME USING IMBXEIOS-IO-AREA                        
